experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_gather,xilinx_u280_xdma_201920_3,4,3,6,1,1024,Gather,451.18999992155295,0.018156430775115404,570.5210000996885,0.014358805370124135
u280_gather,xilinx_u280_xdma_201920_3,4,3,6,1,1024,Gather,395.25900001535774,0.02072565077501512,439.23999987782736,0.018650396143972698
u280_gather,xilinx_u280_xdma_201920_3,4,3,6,1,1024,Gather,305.41499995706545,0.0268225201812341,494.16400020163564,0.016577492485606776
u280_gather,xilinx_u280_xdma_201920_3,4,3,6,1,1024,Gather,299.3330001572758,0.027367513757907587,2145.4620000440627,0.0038182918177211973
u280_gather,xilinx_u280_xdma_201920_3,4,3,6,1,1024,Gather,374.35299987009785,0.021883088963739198,491.3949999263423,0.01667090629987676
u280_gather,xilinx_u280_xdma_201920_3,4,3,6,1,1024,Gather,286.89099985967914,0.028554398722883526,588.9849999221042,0.01390867339759659
u280_gather,xilinx_u280_xdma_201920_3,4,3,6,1,1024,Gather,292.36000000310014,0.028020249007775118,578.6539998098306,0.014156991920374225
u280_gather,xilinx_u280_xdma_201920_3,4,3,6,1,1024,Gather,271.32800005347235,0.03019223964495205,583.1630001011945,0.01404753044788244
u280_gather,xilinx_u280_xdma_201920_3,4,3,6,1,1024,Gather,330.86799999182404,0.024759118440593923,578.0609999419539,0.014171514772355514
u280_gather,xilinx_u280_xdma_201920_3,4,3,6,1,1024,Gather,283.1890001289139,0.028927677262431874,564.0490001042053,0.01452356089362195
u280_gather,xilinx_u280_xdma_201920_3,4,3,6,1,1024,Gather,302.5759999673028,0.02707418962801164,514.1859999184817,0.015931977924911897
u280_gather,xilinx_u280_xdma_201920_3,4,3,6,1,1024,Gather,282.12200004418264,0.029037083243125546,608.0210000618536,0.013473218851267692
u280_gather,xilinx_u280_xdma_201920_3,4,3,6,1,1024,Gather,286.81800017693604,0.028561666265528703,491.159999910451,0.016678882648207462
u280_gather,xilinx_u280_xdma_201920_3,4,3,6,1,1024,Gather,341.14899995074666,0.024012967944161405,584.2260000008537,0.014021970949577783
u280_gather,xilinx_u280_xdma_201920_3,4,3,6,1,1024,Gather,276.069999927131,0.029673633506582708,481.34200005733874,0.017019084141886947
u280_gather,xilinx_u280_xdma_201920_3,4,3,6,1,1024,Gather,318.40999986343377,0.025727835192090556,481.05999985637027,0.01702906082909799
u280_gather,xilinx_u280_xdma_201920_3,4,3,6,1,1024,Gather,289.9529999922379,0.028252854773771274,466.8899998705456,0.017545888758104464
u280_gather,xilinx_u280_xdma_201920_3,4,3,6,1,1024,Gather,293.5909999450814,0.027902762692086542,606.3060000087717,0.013511329262586027
u280_gather,xilinx_u280_xdma_201920_3,4,3,6,1,1024,Gather,297.0750001622946,0.027575528050238628,531.1859999892476,0.01542209320306978
u280_gather,xilinx_u280_xdma_201920_3,4,3,6,1,1024,Gather,296.93200008296117,0.027588808204273032,498.33399998533423,0.016438773995434964
u280_gather,xilinx_u280_xdma_201920_3,4,3,6,2,1024,Gather,323.4289999909379,0.050657176692439645,612.0040000041627,0.026771066855590095
u280_gather,xilinx_u280_xdma_201920_3,4,3,6,2,1024,Gather,297.4270000777324,0.05508578574143588,463.6070000287873,0.03534027743106262
u280_gather,xilinx_u280_xdma_201920_3,4,3,6,2,1024,Gather,327.42300004429126,0.05003924586172535,468.12699997644813,0.034999049405021056
u280_gather,xilinx_u280_xdma_201920_3,4,3,6,2,1024,Gather,316.31599995307624,0.05179630496854562,479.74499989322794,0.03415147631272118
u280_gather,xilinx_u280_xdma_201920_3,4,3,6,2,1024,Gather,277.59399995375134,0.0590214486002207,475.7750000408123,0.03443644579600561
u280_gather,xilinx_u280_xdma_201920_3,4,3,6,2,1024,Gather,300.80999999881897,0.054466274392687496,493.4959999900457,0.03319986382935319
