collective,number_of_nodes,rank_id,number_of_banks,size[B],rx_buffer_size[B],segment_size[B],max_pkt_size[B],execution_time[us],throughput[Gbps]
allreduce_H2H,10,9,4,8192,4194304,4194304,1536,283.229000,0.000000
allreduce_F2F,10,9,4,8192,4194304,4194304,1536,197.065000,0.000000
allreduce_H2H,10,9,4,8192,4194304,4194304,1536,422.995000,0.000000
allreduce_F2F,10,9,4,8192,4194304,4194304,1536,142.351000,0.000000
allreduce_H2H,10,9,4,8192,4194304,4194304,1536,273.080000,0.000000
allreduce_F2F,10,9,4,8192,4194304,4194304,1536,140.628000,0.000000
allreduce_H2H,10,9,4,8192,4194304,4194304,1536,333.495000,0.000000
allreduce_F2F,10,9,4,8192,4194304,4194304,1536,145.467000,0.000000
allreduce_H2H,10,9,4,8192,4194304,4194304,1536,303.678000,0.000000
allreduce_F2F,10,9,4,8192,4194304,4194304,1536,127.623000,0.000000
allreduce_H2H,10,9,4,8192,4194304,4194304,1536,487.318000,0.000000
allreduce_F2F,10,9,4,8192,4194304,4194304,1536,151.128000,0.000000
allreduce_H2H,10,9,4,8192,4194304,4194304,1536,363.301000,0.000000
allreduce_F2F,10,9,4,8192,4194304,4194304,1536,126.371000,0.000000
allreduce_H2H,10,9,4,8192,4194304,4194304,1536,244.896000,0.000000
allreduce_F2F,10,9,4,8192,4194304,4194304,1536,126.591000,0.000000
allreduce_H2H,10,9,4,8192,4194304,4194304,1536,300.883000,0.000000
allreduce_F2F,10,9,4,8192,4194304,4194304,1536,157.289000,0.000000
allreduce_H2H,10,9,4,8192,4194304,4194304,1536,314.528000,0.000000
allreduce_F2F,10,9,4,8192,4194304,4194304,1536,137.742000,0.000000
allreduce_K2K,10,9,4,8192,4194304,4194304,1536,135.764000,0.482720
allreduce_K2K,10,9,4,8192,4194304,4194304,1536,135.184000,0.484791
allreduce_K2K,10,9,4,8192,4194304,4194304,1536,327.556000,0.200076
allreduce_K2K,10,9,4,8192,4194304,4194304,1536,96.932000,0.676103
allreduce_K2K,10,9,4,8192,4194304,4194304,1536,172.928000,0.378979
allreduce_K2K,10,9,4,8192,4194304,4194304,1536,96.964000,0.675880
allreduce_K2K,10,9,4,8192,4194304,4194304,1536,243.048000,0.269642
