collective,number_of_nodes,rank_id,number_of_banks,size[B],rx_buffer_size[B],segment_size[B],max_pkt_size[B],execution_time[us],throughput[Gbps]
sendrecv_H2H,2,0,4,4194304,4194304,4194304,1536,855.250000,39.233478
sendrecv_F2F,2,0,4,4194304,4194304,4194304,1536,437.053000,76.774286
sendrecv_H2H,2,0,4,4194304,4194304,4194304,1536,819.341000,40.952951
sendrecv_F2F,2,0,4,4194304,4194304,4194304,1536,450.508000,74.481323
sendrecv_H2H,2,0,4,4194304,4194304,4194304,1536,824.631000,40.690238
sendrecv_F2F,2,0,4,4194304,4194304,4194304,1536,453.705000,73.956496
sendrecv_H2H,2,0,4,4194304,4194304,4194304,1536,847.165000,39.607906
sendrecv_F2F,2,0,4,4194304,4194304,4194304,1536,472.951000,70.946952
sendrecv_H2H,2,0,4,4194304,4194304,4194304,1536,843.498000,39.780097
sendrecv_F2F,2,0,4,4194304,4194304,4194304,1536,468.373000,71.640406
sendrecv_H2H,2,0,4,4194304,4194304,4194304,1536,864.798000,38.800312
sendrecv_F2F,2,0,4,4194304,4194304,4194304,1536,448.584000,74.800778
sendrecv_H2H,2,0,4,4194304,4194304,4194304,1536,850.261000,39.463685
sendrecv_F2F,2,0,4,4194304,4194304,4194304,1536,458.163000,73.236887
sendrecv_H2H,2,0,4,4194304,4194304,4194304,1536,853.988000,39.291456
sendrecv_F2F,2,0,4,4194304,4194304,4194304,1536,472.520000,71.011665
sendrecv_H2H,2,0,4,4194304,4194304,4194304,1536,838.518000,40.016353
sendrecv_F2F,2,0,4,4194304,4194304,4194304,1536,470.066000,71.382385
sendrecv_H2H,2,0,4,4194304,4194304,4194304,1536,828.749000,40.488051
sendrecv_F2F,2,0,4,4194304,4194304,4194304,1536,484.233000,69.293980
sendrecv_K2K,2,0,4,4194304,4194304,4194304,1536,387.604000,86.568849
sendrecv_K2K,2,0,4,4194304,4194304,4194304,1536,382.100000,87.815839
sendrecv_K2K,2,0,4,4194304,4194304,4194304,1536,381.948000,87.850786
sendrecv_K2K,2,0,4,4194304,4194304,4194304,1536,382.320000,87.765307
sendrecv_K2K,2,0,4,4194304,4194304,4194304,1536,382.764000,87.663500
sendrecv_K2K,2,0,4,4194304,4194304,4194304,1536,382.356000,87.757043
