collective,number_of_nodes,rank_id,number_of_banks,size[B],rx_buffer_size[B],segment_size[B],max_pkt_size[B],execution_time[us],throughput[Gbps]
sendrecv_H2H,2,1,4,4194304,4194304,4194304,1536,1511.997000,22.192129
sendrecv_F2F,2,1,4,4194304,4194304,4194304,1536,727.274000,46.137263
sendrecv_H2H,2,1,4,4194304,4194304,4194304,1536,1539.399000,21.797099
sendrecv_F2F,2,1,4,4194304,4194304,4194304,1536,843.235000,39.792504
sendrecv_H2H,2,1,4,4194304,4194304,4194304,1536,1487.350000,22.559876
sendrecv_F2F,2,1,4,4194304,4194304,4194304,1536,845.769000,39.673282
sendrecv_H2H,2,1,4,4194304,4194304,4194304,1536,1496.517000,22.421684
sendrecv_F2F,2,1,4,4194304,4194304,4194304,1536,858.413000,39.088914
sendrecv_H2H,2,1,4,4194304,4194304,4194304,1536,1538.628000,21.808021
sendrecv_F2F,2,1,4,4194304,4194304,4194304,1536,857.311000,39.139160
sendrecv_H2H,2,1,4,4194304,4194304,4194304,1536,1594.945000,21.037987
sendrecv_F2F,2,1,4,4194304,4194304,4194304,1536,802.927000,41.790140
sendrecv_H2H,2,1,4,4194304,4194304,4194304,1536,1584.605000,21.175266
sendrecv_F2F,2,1,4,4194304,4194304,4194304,1536,813.979000,41.222724
sendrecv_H2H,2,1,4,4194304,4194304,4194304,1536,1587.611000,21.135172
sendrecv_F2F,2,1,4,4194304,4194304,4194304,1536,863.733000,38.848153
sendrecv_H2H,2,1,4,4194304,4194304,4194304,1536,1492.700000,22.479019
sendrecv_F2F,2,1,4,4194304,4194304,4194304,1536,859.034000,39.060657
sendrecv_H2H,2,1,4,4194304,4194304,4194304,1536,1504.092000,22.308763
sendrecv_F2F,2,1,4,4194304,4194304,4194304,1536,853.463000,39.315626
sendrecv_K2K,2,1,4,4194304,4194304,4194304,1536,1039.312000,32.285235
sendrecv_K2K,2,1,4,4194304,4194304,4194304,1536,666.852000,50.317660
sendrecv_K2K,2,1,4,4194304,4194304,4194304,1536,1100.676000,30.485294
sendrecv_K2K,2,1,4,4194304,4194304,4194304,1536,782.112000,42.902336
sendrecv_K2K,2,1,4,4194304,4194304,4194304,1536,1051.780000,31.902520
sendrecv_K2K,2,1,4,4194304,4194304,4194304,1536,785.868000,42.697288
sendrecv_K2K,2,1,4,4194304,4194304,4194304,1536,1065.044000,31.505207
sendrecv_K2K,2,1,4,4194304,4194304,4194304,1536,798.584000,42.017411
sendrecv_K2K,2,1,4,4194304,4194304,4194304,1536,1080.688000,31.049139
sendrecv_K2K,2,1,4,4194304,4194304,4194304,1536,785.732000,42.704678
sendrecv_K2K,2,1,4,4194304,4194304,4194304,1536,1140.740000,29.414619
sendrecv_K2K,2,1,4,4194304,4194304,4194304,1536,733.584000,45.740409
sendrecv_K2K,2,1,4,4194304,4194304,4194304,1536,1128.948000,29.721858
sendrecv_K2K,2,1,4,4194304,4194304,4194304,1536,744.972000,45.041199
sendrecv_K2K,2,1,4,4194304,4194304,4194304,1536,1133.260000,29.608768
