collective,number_of_nodes,rank_id,number_of_banks,size[B],rx_buffer_size[B],segment_size[B],max_pkt_size[B],execution_time[us],throughput[Gbps]
allreduce_H2H,10,8,4,8192,4194304,4194304,1536,354.254000,0.000000
allreduce_F2F,10,8,4,8192,4194304,4194304,1536,167.239000,0.000000
allreduce_H2H,10,8,4,8192,4194304,4194304,1536,385.354000,0.000000
allreduce_F2F,10,8,4,8192,4194304,4194304,1536,157.900000,0.000000
allreduce_H2H,10,8,4,8192,4194304,4194304,1536,343.143000,0.000000
allreduce_F2F,10,8,4,8192,4194304,4194304,1536,94.079000,0.000000
allreduce_H2H,10,8,4,8192,4194304,4194304,1536,331.521000,0.000000
allreduce_F2F,10,8,4,8192,4194304,4194304,1536,174.773000,0.000000
allreduce_H2H,10,8,4,8192,4194304,4194304,1536,280.453000,0.000000
allreduce_F2F,10,8,4,8192,4194304,4194304,1536,176.546000,0.000000
allreduce_H2H,10,8,4,8192,4194304,4194304,1536,507.336000,0.000000
allreduce_F2F,10,8,4,8192,4194304,4194304,1536,187.066000,0.000000
allreduce_H2H,10,8,4,8192,4194304,4194304,1536,366.908000,0.000000
allreduce_F2F,10,8,4,8192,4194304,4194304,1536,174.172000,0.000000
allreduce_H2H,10,8,4,8192,4194304,4194304,1536,221.181000,0.000000
allreduce_F2F,10,8,4,8192,4194304,4194304,1536,181.846000,0.000000
allreduce_H2H,10,8,4,8192,4194304,4194304,1536,250.397000,0.000000
allreduce_F2F,10,8,4,8192,4194304,4194304,1536,159.934000,0.000000
allreduce_H2H,10,8,4,8192,4194304,4194304,1536,257.760000,0.000000
allreduce_F2F,10,8,4,8192,4194304,4194304,1536,186.184000,0.000000
allreduce_K2K,10,8,4,8192,4194304,4194304,1536,194.880000,0.336289
allreduce_K2K,10,8,4,8192,4194304,4194304,1536,118.568000,0.552729
allreduce_K2K,10,8,4,8192,4194304,4194304,1536,271.032000,0.241802
allreduce_K2K,10,8,4,8192,4194304,4194304,1536,113.940000,0.575180
allreduce_K2K,10,8,4,8192,4194304,4194304,1536,245.496000,0.266953
allreduce_K2K,10,8,4,8192,4194304,4194304,1536,53.584000,1.223052
allreduce_K2K,10,8,4,8192,4194304,4194304,1536,230.436000,0.284400
allreduce_K2K,10,8,4,8192,4194304,4194304,1536,133.212000,0.491968
allreduce_K2K,10,8,4,8192,4194304,4194304,1536,183.484000,0.357176
allreduce_K2K,10,8,4,8192,4194304,4194304,1536,130.416000,0.502515
allreduce_K2K,10,8,4,8192,4194304,4194304,1536,401.192000,0.163353
allreduce_K2K,10,8,4,8192,4194304,4194304,1536,142.320000,0.460483
allreduce_K2K,10,8,4,8192,4194304,4194304,1536,270.404000,0.242363
allreduce_K2K,10,8,4,8192,4194304,4194304,1536,131.504000,0.498357
allreduce_K2K,10,8,4,8192,4194304,4194304,1536,120.832000,0.542373
allreduce_K2K,10,8,4,8192,4194304,4194304,1536,139.108000,0.471116
allreduce_K2K,10,8,4,8192,4194304,4194304,1536,131.600000,0.497994
allreduce_K2K,10,8,4,8192,4194304,4194304,1536,118.176000,0.554563
allreduce_K2K,10,8,4,8192,4194304,4194304,1536,165.764000,0.395357
allreduce_K2K,10,8,4,8192,4194304,4194304,1536,141.100000,0.464465
allreduce_H2H,10,8,4,32768,4194304,4194304,1536,291.565000,0.000000
allreduce_F2F,10,8,4,32768,4194304,4194304,1536,225.950000,0.000000
allreduce_H2H,10,8,4,32768,4194304,4194304,1536,173.420000,0.000000
allreduce_F2F,10,8,4,32768,4194304,4194304,1536,151.889000,0.000000
allreduce_H2H,10,8,4,32768,4194304,4194304,1536,203.046000,0.000000
allreduce_F2F,10,8,4,32768,4194304,4194304,1536,168.802000,0.000000
allreduce_H2H,10,8,4,32768,4194304,4194304,1536,211.121000,0.000000
allreduce_F2F,10,8,4,32768,4194304,4194304,1536,163.832000,0.000000
allreduce_H2H,10,8,4,32768,4194304,4194304,1536,217.253000,0.000000
allreduce_F2F,10,8,4,32768,4194304,4194304,1536,177.358000,0.000000
allreduce_H2H,10,8,4,32768,4194304,4194304,1536,224.617000,0.000000
allreduce_F2F,10,8,4,32768,4194304,4194304,1536,162.439000,0.000000
allreduce_H2H,10,8,4,32768,4194304,4194304,1536,251.077000,0.000000
allreduce_F2F,10,8,4,32768,4194304,4194304,1536,142.932000,0.000000
allreduce_H2H,10,8,4,32768,4194304,4194304,1536,181.495000,0.000000
allreduce_F2F,10,8,4,32768,4194304,4194304,1536,144.575000,0.000000
allreduce_H2H,10,8,4,32768,4194304,4194304,1536,210.931000,0.000000
allreduce_F2F,10,8,4,32768,4194304,4194304,1536,144.225000,0.000000
allreduce_H2H,10,8,4,32768,4194304,4194304,1536,173.791000,0.000000
allreduce_F2F,10,8,4,32768,4194304,4194304,1536,162.700000,0.000000
allreduce_K2K,10,8,4,32768,4194304,4194304,1536,159.952000,1.638892
allreduce_K2K,10,8,4,32768,4194304,4194304,1536,171.944000,1.524589
allreduce_K2K,10,8,4,32768,4194304,4194304,1536,78.544000,3.337543
allreduce_K2K,10,8,4,32768,4194304,4194304,1536,106.188000,2.468678
allreduce_K2K,10,8,4,32768,4194304,4194304,1536,104.140000,2.517227
allreduce_K2K,10,8,4,32768,4194304,4194304,1536,123.640000,2.120220
allreduce_K2K,10,8,4,32768,4194304,4194304,1536,124.684000,2.102467
allreduce_K2K,10,8,4,32768,4194304,4194304,1536,120.512000,2.175252
allreduce_K2K,10,8,4,32768,4194304,4194304,1536,124.356000,2.108012
allreduce_K2K,10,8,4,32768,4194304,4194304,1536,135.012000,1.941635
allreduce_K2K,10,8,4,32768,4194304,4194304,1536,131.496000,1.993551
allreduce_K2K,10,8,4,32768,4194304,4194304,1536,117.260000,2.235579
allreduce_K2K,10,8,4,32768,4194304,4194304,1536,158.576000,1.653113
allreduce_K2K,10,8,4,32768,4194304,4194304,1536,100.196000,2.616312
