collective,number_of_nodes,rank_id,number_of_banks,size[B],rx_buffer_size[B],segment_size[B],max_pkt_size[B],execution_time[us],throughput[Gbps]
bcast_H2H,8,2,4,4194304,4194304,4194304,1536,2005.983000,0.000000
bcast_F2F,8,2,4,4194304,4194304,4194304,1536,1165.856000,0.000000
bcast_H2H,8,2,4,4194304,4194304,4194304,1536,1868.022000,0.000000
bcast_F2F,8,2,4,4194304,4194304,4194304,1536,1137.884000,0.000000
bcast_H2H,8,2,4,4194304,4194304,4194304,1536,1888.241000,0.000000
bcast_F2F,8,2,4,4194304,4194304,4194304,1536,1162.450000,0.000000
bcast_H2H,8,2,4,4194304,4194304,4194304,1536,1856.510000,0.000000
bcast_F2F,8,2,4,4194304,4194304,4194304,1536,1164.034000,0.000000
bcast_H2H,8,2,4,4194304,4194304,4194304,1536,1937.133000,0.000000
bcast_F2F,8,2,4,4194304,4194304,4194304,1536,1170.555000,0.000000
bcast_H2H,8,2,4,4194304,4194304,4194304,1536,1862.851000,0.000000
bcast_F2F,8,2,4,4194304,4194304,4194304,1536,1167.750000,0.000000
bcast_H2H,8,2,4,4194304,4194304,4194304,1536,1874.284000,0.000000
bcast_F2F,8,2,4,4194304,4194304,4194304,1536,1172.429000,0.000000
bcast_H2H,8,2,4,4194304,4194304,4194304,1536,1836.431000,0.000000
bcast_F2F,8,2,4,4194304,4194304,4194304,1536,1170.997000,0.000000
bcast_H2H,8,2,4,4194304,4194304,4194304,1536,1881.738000,0.000000
bcast_F2F,8,2,4,4194304,4194304,4194304,1536,1165.386000,0.000000
bcast_H2H,8,2,4,4194304,4194304,4194304,1536,1954.305000,0.000000
bcast_F2F,8,2,4,4194304,4194304,4194304,1536,1166.989000,0.000000
bcast_K2K,8,2,4,4194304,4194304,4194304,1536,1519.580000,22.081386
bcast_K2K,8,2,4,4194304,4194304,4194304,1536,1097.120000,30.584104
bcast_K2K,8,2,4,4194304,4194304,4194304,1536,1418.740000,23.650868
bcast_K2K,8,2,4,4194304,4194304,4194304,1536,1072.384000,31.289568
bcast_K2K,8,2,4,4194304,4194304,4194304,1536,1425.768000,23.534286
bcast_K2K,8,2,4,4194304,4194304,4194304,1536,1074.664000,31.223184
bcast_K2K,8,2,4,4194304,4194304,4194304,1536,1394.584000,24.060531
bcast_K2K,8,2,4,4194304,4194304,4194304,1536,1073.408000,31.259719
bcast_K2K,8,2,4,4194304,4194304,4194304,1536,1482.472000,22.634108
bcast_K2K,8,2,4,4194304,4194304,4194304,1536,1077.260000,31.147942
bcast_K2K,8,2,4,4194304,4194304,4194304,1536,1403.056000,23.915248
bcast_K2K,8,2,4,4194304,4194304,4194304,1536,1074.792000,31.219466
bcast_K2K,8,2,4,4194304,4194304,4194304,1536,1414.820000,23.716396
bcast_K2K,8,2,4,4194304,4194304,4194304,1536,1081.460000,31.026975
bcast_K2K,8,2,4,4194304,4194304,4194304,1536,1374.212000,24.417217
bcast_K2K,8,2,4,4194304,4194304,4194304,1536,1077.304000,31.146670
bcast_K2K,8,2,4,4194304,4194304,4194304,1536,1417.048000,23.679108
bcast_K2K,8,2,4,4194304,4194304,4194304,1536,1076.588000,31.167384
bcast_K2K,8,2,4,4194304,4194304,4194304,1536,1492.396000,22.483598
bcast_K2K,8,2,4,4194304,4194304,4194304,1536,1076.976000,31.156156
gather_H2H,8,2,4,4194304,4194304,4194304,1536,1577.670000,0.000000
gather_F2F,8,2,4,4194304,4194304,4194304,1536,852.461000,0.000000
gather_H2H,8,2,4,4194304,4194304,4194304,1536,1543.224000,0.000000
gather_F2F,8,2,4,4194304,4194304,4194304,1536,845.808000,0.000000
gather_H2H,8,2,4,4194304,4194304,4194304,1536,1552.582000,0.000000
gather_F2F,8,2,4,4194304,4194304,4194304,1536,849.515000,0.000000
gather_H2H,8,2,4,4194304,4194304,4194304,1536,1561.308000,0.000000
gather_F2F,8,2,4,4194304,4194304,4194304,1536,850.908000,0.000000
gather_H2H,8,2,4,4194304,4194304,4194304,1536,1562.841000,0.000000
gather_F2F,8,2,4,4194304,4194304,4194304,1536,852.070000,0.000000
gather_H2H,8,2,4,4194304,4194304,4194304,1536,1542.292000,0.000000
gather_F2F,8,2,4,4194304,4194304,4194304,1536,849.795000,0.000000
gather_H2H,8,2,4,4194304,4194304,4194304,1536,1524.749000,0.000000
gather_F2F,8,2,4,4194304,4194304,4194304,1536,848.504000,0.000000
gather_H2H,8,2,4,4194304,4194304,4194304,1536,1553.464000,0.000000
gather_F2F,8,2,4,4194304,4194304,4194304,1536,849.395000,0.000000
gather_H2H,8,2,4,4194304,4194304,4194304,1536,1531.272000,0.000000
gather_F2F,8,2,4,4194304,4194304,4194304,1536,850.387000,0.000000
gather_H2H,8,2,4,4194304,4194304,4194304,1536,1523.887000,0.000000
gather_F2F,8,2,4,4194304,4194304,4194304,1536,850.407000,0.000000
gather_K2K,8,2,4,4194304,4194304,4194304,1536,781.704000,42.924729
gather_K2K,8,2,4,4194304,4194304,4194304,1536,765.252000,43.847559
gather_K2K,8,2,4,4194304,4194304,4194304,1536,800.252000,41.929832
gather_K2K,8,2,4,4194304,4194304,4194304,1536,765.024000,43.860627
gather_K2K,8,2,4,4194304,4194304,4194304,1536,802.964000,41.788215
gather_K2K,8,2,4,4194304,4194304,4194304,1536,765.184000,43.851455
gather_K2K,8,2,4,4194304,4194304,4194304,1536,813.288000,41.257749
gather_K2K,8,2,4,4194304,4194304,4194304,1536,765.212000,43.849851
gather_K2K,8,2,4,4194304,4194304,4194304,1536,805.420000,41.660788
gather_K2K,8,2,4,4194304,4194304,4194304,1536,765.272000,43.846413
gather_K2K,8,2,4,4194304,4194304,4194304,1536,795.144000,42.199189
gather_K2K,8,2,4,4194304,4194304,4194304,1536,765.508000,43.832895
gather_K2K,8,2,4,4194304,4194304,4194304,1536,778.744000,43.087885
gather_K2K,8,2,4,4194304,4194304,4194304,1536,764.968000,43.863837
gather_K2K,8,2,4,4194304,4194304,4194304,1536,803.608000,41.754726
gather_K2K,8,2,4,4194304,4194304,4194304,1536,765.612000,43.826941
gather_K2K,8,2,4,4194304,4194304,4194304,1536,783.548000,42.823710
