collective,number_of_nodes,rank_id,number_of_banks,size[B],rx_buffer_size[B],segment_size[B],max_pkt_size[B],execution_time[us],throughput[Gbps]
bcast_H2H,8,5,4,4194304,4194304,4194304,1536,3101.062000,0.000000
bcast_F2F,8,5,4,4194304,4194304,4194304,1536,2391.085000,0.000000
bcast_H2H,8,5,4,4194304,4194304,4194304,1536,2994.740000,0.000000
bcast_F2F,8,5,4,4194304,4194304,4194304,1536,2294.824000,0.000000
bcast_H2H,8,5,4,4194304,4194304,4194304,1536,3134.946000,0.000000
bcast_F2F,8,5,4,4194304,4194304,4194304,1536,2313.259000,0.000000
bcast_H2H,8,5,4,4194304,4194304,4194304,1536,3085.934000,0.000000
bcast_F2F,8,5,4,4194304,4194304,4194304,1536,2316.795000,0.000000
bcast_H2H,8,5,4,4194304,4194304,4194304,1536,3061.998000,0.000000
bcast_F2F,8,5,4,4194304,4194304,4194304,1536,2320.061000,0.000000
bcast_H2H,8,5,4,4194304,4194304,4194304,1536,3105.050000,0.000000
bcast_F2F,8,5,4,4194304,4194304,4194304,1536,2317.105000,0.000000
bcast_H2H,8,5,4,4194304,4194304,4194304,1536,2998.558000,0.000000
bcast_F2F,8,5,4,4194304,4194304,4194304,1536,2317.026000,0.000000
bcast_H2H,8,5,4,4194304,4194304,4194304,1536,3077.478000,0.000000
bcast_F2F,8,5,4,4194304,4194304,4194304,1536,2326.553000,0.000000
bcast_H2H,8,5,4,4194304,4194304,4194304,1536,2982.818000,0.000000
bcast_F2F,8,5,4,4194304,4194304,4194304,1536,2308.038000,0.000000
bcast_H2H,8,5,4,4194304,4194304,4194304,1536,3052.370000,0.000000
bcast_F2F,8,5,4,4194304,4194304,4194304,1536,2325.471000,0.000000
bcast_K2K,8,5,4,4194304,4194304,4194304,1536,2603.884000,12.886301
bcast_K2K,8,5,4,4194304,4194304,4194304,1536,2300.344000,14.586702
bcast_K2K,8,5,4,4194304,4194304,4194304,1536,2521.144000,13.309209
bcast_K2K,8,5,4,4194304,4194304,4194304,1536,2203.392000,15.228535
bcast_K2K,8,5,4,4194304,4194304,4194304,1536,2644.784000,12.687022
bcast_K2K,8,5,4,4194304,4194304,4194304,1536,2198.900000,15.259644
bcast_K2K,8,5,4,4194304,4194304,4194304,1536,2598.472000,12.913140
bcast_K2K,8,5,4,4194304,4194304,4194304,1536,2200.384000,15.249353
bcast_K2K,8,5,4,4194304,4194304,4194304,1536,2578.688000,13.012211
bcast_K2K,8,5,4,4194304,4194304,4194304,1536,2208.036000,15.196506
bcast_K2K,8,5,4,4194304,4194304,4194304,1536,2616.248000,12.825402
bcast_K2K,8,5,4,4194304,4194304,4194304,1536,2203.552000,15.227429
bcast_K2K,8,5,4,4194304,4194304,4194304,1536,2516.192000,13.335402
bcast_K2K,8,5,4,4194304,4194304,4194304,1536,2204.420000,15.221433
bcast_K2K,8,5,4,4194304,4194304,4194304,1536,2589.176000,12.959502
bcast_K2K,8,5,4,4194304,4194304,4194304,1536,2217.676000,15.130448
bcast_K2K,8,5,4,4194304,4194304,4194304,1536,2499.628000,13.423770
bcast_K2K,8,5,4,4194304,4194304,4194304,1536,2199.220000,15.257424
bcast_K2K,8,5,4,4194304,4194304,4194304,1536,2567.868000,13.067039
bcast_K2K,8,5,4,4194304,4194304,4194304,1536,2211.376000,15.173553
gather_H2H,8,5,4,4194304,4194304,4194304,1536,2847.952000,0.000000
gather_F2F,8,5,4,4194304,4194304,4194304,1536,2029.940000,0.000000
gather_H2H,8,5,4,4194304,4194304,4194304,1536,2778.420000,0.000000
gather_F2F,8,5,4,4194304,4194304,4194304,1536,2036.362000,0.000000
gather_H2H,8,5,4,4194304,4194304,4194304,1536,2763.272000,0.000000
gather_F2F,8,5,4,4194304,4194304,4194304,1536,2036.022000,0.000000
gather_H2H,8,5,4,4194304,4194304,4194304,1536,2762.149000,0.000000
gather_F2F,8,5,4,4194304,4194304,4194304,1536,2036.673000,0.000000
gather_H2H,8,5,4,4194304,4194304,4194304,1536,2751.981000,0.000000
gather_F2F,8,5,4,4194304,4194304,4194304,1536,2029.279000,0.000000
gather_H2H,8,5,4,4194304,4194304,4194304,1536,2762.550000,0.000000
gather_F2F,8,5,4,4194304,4194304,4194304,1536,2036.433000,0.000000
gather_H2H,8,5,4,4194304,4194304,4194304,1536,2762.199000,0.000000
gather_F2F,8,5,4,4194304,4194304,4194304,1536,2031.353000,0.000000
gather_H2H,8,5,4,4194304,4194304,4194304,1536,2757.581000,0.000000
gather_F2F,8,5,4,4194304,4194304,4194304,1536,2033.477000,0.000000
gather_H2H,8,5,4,4194304,4194304,4194304,1536,2750.758000,0.000000
gather_F2F,8,5,4,4194304,4194304,4194304,1536,2030.111000,0.000000
