collective,number_of_nodes,rank_id,number_of_banks,size[B],rx_buffer_size[B],segment_size[B],max_pkt_size[B],execution_time[us],throughput[Gbps]
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,660.488000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,508.043000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,483.111000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,278.705000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,464.467000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,357.630000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,554.705000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,275.872000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,437.999000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,291.200000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,448.219000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,341.558000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,455.144000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,326.605000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,595.349000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,368.239000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,463.583000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,290.192000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,474.927000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,337.889000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,1132.512000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,382.150000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,554.640000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,369.303000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,450.421000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,342.643000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,331.101000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,314.295000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,403.813000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,220.571000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,324.014000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,236.893000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,426.114000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,328.216000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,569.738000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,321.658000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,526.597000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,348.175000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,329.503000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,376.914000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,3878.749000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,295.041000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,497.062000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,335.412000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,625.003000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,327.115000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,554.672000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,356.272000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,423.939000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,378.321000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,327.738000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,212.464000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,537.032000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,323.056000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,330.839000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,328.769000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,1184.221000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,310.533000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,390.430000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,411.010000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,784.482000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,512.722000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,618.298000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,397.205000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,498.219000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,243.338000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,490.904000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,332.857000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,384.872000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,261.118000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,511.452000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,242.862000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,391.291000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,237.615000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,486.049000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,234.051000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,419.382000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,233.594000,0.000000
allreduce_H2H,14,13,4,131072,4194304,4194304,1536,514.706000,0.000000
allreduce_F2F,14,13,4,131072,4194304,4194304,1536,309.685000,0.000000
