collective,number_of_nodes,rank_id,number_of_banks,size[B],rx_buffer_size[B],segment_size[B],max_pkt_size[B],execution_time[us],throughput[Gbps]
bcast_H2H,8,6,4,4194304,4194304,4194304,1536,3579.561000,0.000000
bcast_F2F,8,6,4,4194304,4194304,4194304,1536,2772.415000,0.000000
bcast_H2H,8,6,4,4194304,4194304,4194304,1536,3380.823000,0.000000
bcast_F2F,8,6,4,4194304,4194304,4194304,1536,2648.720000,0.000000
bcast_H2H,8,6,4,4194304,4194304,4194304,1536,3513.175000,0.000000
bcast_F2F,8,6,4,4194304,4194304,4194304,1536,2674.449000,0.000000
bcast_H2H,8,6,4,4194304,4194304,4194304,1536,3481.955000,0.000000
bcast_F2F,8,6,4,4194304,4194304,4194304,1536,2674.949000,0.000000
bcast_H2H,8,6,4,4194304,4194304,4194304,1536,3511.633000,0.000000
bcast_F2F,8,6,4,4194304,4194304,4194304,1536,2684.768000,0.000000
bcast_H2H,8,6,4,4194304,4194304,4194304,1536,3477.737000,0.000000
bcast_F2F,8,6,4,4194304,4194304,4194304,1536,2680.200000,0.000000
bcast_H2H,8,6,4,4194304,4194304,4194304,1536,3407.554000,0.000000
bcast_F2F,8,6,4,4194304,4194304,4194304,1536,2687.324000,0.000000
bcast_H2H,8,6,4,4194304,4194304,4194304,1536,3447.169000,0.000000
bcast_F2F,8,6,4,4194304,4194304,4194304,1536,2684.428000,0.000000
bcast_H2H,8,6,4,4194304,4194304,4194304,1536,3455.405000,0.000000
bcast_F2F,8,6,4,4194304,4194304,4194304,1536,2678.226000,0.000000
bcast_H2H,8,6,4,4194304,4194304,4194304,1536,3489.369000,0.000000
bcast_F2F,8,6,4,4194304,4194304,4194304,1536,2676.233000,0.000000
bcast_K2K,8,6,4,4194304,4194304,4194304,1536,3037.344000,11.047294
bcast_K2K,8,6,4,4194304,4194304,4194304,1536,2669.628000,12.568954
bcast_K2K,8,6,4,4194304,4194304,4194304,1536,2878.340000,11.657564
bcast_K2K,8,6,4,4194304,4194304,4194304,1536,2545.144000,13.183707
bcast_K2K,8,6,4,4194304,4194304,4194304,1536,2988.688000,11.227144
bcast_K2K,8,6,4,4194304,4194304,4194304,1536,2558.032000,13.117284
bcast_K2K,8,6,4,4194304,4194304,4194304,1536,2968.216000,11.304579
bcast_K2K,8,6,4,4194304,4194304,4194304,1536,2557.132000,13.121901
bcast_K2K,8,6,4,4194304,4194304,4194304,1536,2996.404000,11.198234
