collective,number_of_nodes,rank_id,number_of_banks,size[B],rx_buffer_size[B],segment_size[B],max_pkt_size[B],execution_time[us],throughput[Gbps]
bcast_H2H,8,3,4,4194304,4194304,4194304,1536,2357.264000,0.000000
bcast_F2F,8,3,4,4194304,4194304,4194304,1536,1661.761000,0.000000
bcast_H2H,8,3,4,4194304,4194304,4194304,1536,2269.036000,0.000000
bcast_F2F,8,3,4,4194304,4194304,4194304,1536,1577.831000,0.000000
bcast_H2H,8,3,4,4194304,4194304,4194304,1536,2261.521000,0.000000
bcast_F2F,8,3,4,4194304,4194304,4194304,1536,1573.904000,0.000000
bcast_H2H,8,3,4,4194304,4194304,4194304,1536,2351.163000,0.000000
bcast_F2F,8,3,4,4194304,4194304,4194304,1536,1583.972000,0.000000
bcast_H2H,8,3,4,4194304,4194304,4194304,1536,2331.003000,0.000000
bcast_F2F,8,3,4,4194304,4194304,4194304,1536,1588.692000,0.000000
bcast_H2H,8,3,4,4194304,4194304,4194304,1536,2368.695000,0.000000
bcast_F2F,8,3,4,4194304,4194304,4194304,1536,1581.528000,0.000000
bcast_H2H,8,3,4,4194304,4194304,4194304,1536,2264.557000,0.000000
bcast_F2F,8,3,4,4194304,4194304,4194304,1536,1560.618000,0.000000
bcast_H2H,8,3,4,4194304,4194304,4194304,1536,2343.999000,0.000000
bcast_F2F,8,3,4,4194304,4194304,4194304,1536,1581.819000,0.000000
bcast_H2H,8,3,4,4194304,4194304,4194304,1536,2249.578000,0.000000
bcast_F2F,8,3,4,4194304,4194304,4194304,1536,1580.175000,0.000000
bcast_H2H,8,3,4,4194304,4194304,4194304,1536,2319.883000,0.000000
bcast_F2F,8,3,4,4194304,4194304,4194304,1536,1576.088000,0.000000
bcast_K2K,8,3,4,4194304,4194304,4194304,1536,1873.632000,17.908763
bcast_K2K,8,3,4,4194304,4194304,4194304,1536,1582.960000,21.197271
bcast_K2K,8,3,4,4194304,4194304,4194304,1536,1808.552000,18.553203
bcast_K2K,8,3,4,4194304,4194304,4194304,1536,1501.220000,22.351442
bcast_K2K,8,3,4,4194304,4194304,4194304,1536,1790.372000,18.741598
bcast_K2K,8,3,4,4194304,4194304,4194304,1536,1475.824000,22.736066
bcast_K2K,8,3,4,4194304,4194304,4194304,1536,1876.336000,17.882955
bcast_K2K,8,3,4,4194304,4194304,4194304,1536,1486.880000,22.567007
bcast_K2K,8,3,4,4194304,4194304,4194304,1536,1855.964000,18.079247
bcast_K2K,8,3,4,4194304,4194304,4194304,1536,1487.596000,22.556146
bcast_K2K,8,3,4,4194304,4194304,4194304,1536,1900.208000,17.658294
bcast_K2K,8,3,4,4194304,4194304,4194304,1536,1481.760000,22.644984
bcast_K2K,8,3,4,4194304,4194304,4194304,1536,1795.600000,18.687031
bcast_K2K,8,3,4,4194304,4194304,4194304,1536,1461.296000,22.962105
bcast_K2K,8,3,4,4194304,4194304,4194304,1536,1870.268000,17.940975
bcast_K2K,8,3,4,4194304,4194304,4194304,1536,1483.860000,22.612937
bcast_K2K,8,3,4,4194304,4194304,4194304,1536,1781.288000,18.837174
bcast_K2K,8,3,4,4194304,4194304,4194304,1536,1481.604000,22.647369
bcast_K2K,8,3,4,4194304,4194304,4194304,1536,1847.780000,18.159322
bcast_K2K,8,3,4,4194304,4194304,4194304,1536,1479.696000,22.676571
gather_H2H,8,3,4,4194304,4194304,4194304,1536,2047.625000,0.000000
gather_F2F,8,3,4,4194304,4194304,4194304,1536,1240.359000,0.000000
gather_H2H,8,3,4,4194304,4194304,4194304,1536,1970.668000,0.000000
gather_F2F,8,3,4,4194304,4194304,4194304,1536,1239.778000,0.000000
gather_H2H,8,3,4,4194304,4194304,4194304,1536,1946.923000,0.000000
gather_F2F,8,3,4,4194304,4194304,4194304,1536,1241.131000,0.000000
gather_H2H,8,3,4,4194304,4194304,4194304,1536,1957.243000,0.000000
gather_F2F,8,3,4,4194304,4194304,4194304,1536,1237.413000,0.000000
gather_H2H,8,3,4,4194304,4194304,4194304,1536,1941.773000,0.000000
gather_F2F,8,3,4,4194304,4194304,4194304,1536,1240.359000,0.000000
gather_H2H,8,3,4,4194304,4194304,4194304,1536,1958.115000,0.000000
gather_F2F,8,3,4,4194304,4194304,4194304,1536,1238.566000,0.000000
gather_H2H,8,3,4,4194304,4194304,4194304,1536,1951.562000,0.000000
gather_F2F,8,3,4,4194304,4194304,4194304,1536,1239.618000,0.000000
gather_H2H,8,3,4,4194304,4194304,4194304,1536,1946.032000,0.000000
gather_F2F,8,3,4,4194304,4194304,4194304,1536,1239.327000,0.000000
gather_H2H,8,3,4,4194304,4194304,4194304,1536,1948.877000,0.000000
gather_F2F,8,3,4,4194304,4194304,4194304,1536,1235.440000,0.000000
gather_H2H,8,3,4,4194304,4194304,4194304,1536,1956.421000,0.000000
gather_F2F,8,3,4,4194304,4194304,4194304,1536,1238.757000,0.000000
gather_K2K,8,3,4,4194304,4194304,4194304,1536,1154.048000,29.075421
gather_K2K,8,3,4,4194304,4194304,4194304,1536,1147.588000,29.239093
gather_K2K,8,3,4,4194304,4194304,4194304,1536,1147.600000,29.238787
gather_K2K,8,3,4,4194304,4194304,4194304,1536,1148.044000,29.227479
gather_K2K,8,3,4,4194304,4194304,4194304,1536,1147.808000,29.233489
gather_K2K,8,3,4,4194304,4194304,4194304,1536,1147.504000,29.241233
gather_K2K,8,3,4,4194304,4194304,4194304,1536,1147.704000,29.236138
gather_K2K,8,3,4,4194304,4194304,4194304,1536,1147.300000,29.246432
gather_K2K,8,3,4,4194304,4194304,4194304,1536,1147.276000,29.247044
gather_K2K,8,3,4,4194304,4194304,4194304,1536,1147.616000,29.238379
gather_K2K,8,3,4,4194304,4194304,4194304,1536,1147.904000,29.231044
gather_K2K,8,3,4,4194304,4194304,4194304,1536,1147.624000,29.238176
gather_K2K,8,3,4,4194304,4194304,4194304,1536,1148.024000,29.227988
gather_K2K,8,3,4,4194304,4194304,4194304,1536,1147.588000,29.239093
gather_K2K,8,3,4,4194304,4194304,4194304,1536,1147.432000,29.243068
gather_K2K,8,3,4,4194304,4194304,4194304,1536,1147.492000,29.241539
gather_K2K,8,3,4,4194304,4194304,4194304,1536,1147.380000,29.244393
gather_K2K,8,3,4,4194304,4194304,4194304,1536,1147.364000,29.244801
gather_K2K,8,3,4,4194304,4194304,4194304,1536,1147.760000,29.234711
gather_K2K,8,3,4,4194304,4194304,4194304,1536,1147.636000,29.237870
bcast_H2H,8,3,4,4096,4194304,4194304,1536,142.741000,0.000000
bcast_F2F,8,3,4,4096,4194304,4194304,1536,42.191000,0.000000
bcast_H2H,8,3,4,4096,4194304,4194304,1536,101.954000,0.000000
bcast_F2F,8,3,4,4096,4194304,4194304,1536,45.596000,0.000000
bcast_H2H,8,3,4,4096,4194304,4194304,1536,124.737000,0.000000
