collective,number_of_nodes,rank_id,number_of_banks,size[B],rx_buffer_size[B],segment_size[B],max_pkt_size[B],execution_time[us],throughput[Gbps]
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,639.460000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,495.663000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,421.470000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,374.792000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,361.893000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,303.299000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,476.444000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,420.041000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,436.760000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,248.106000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,378.101000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,284.924000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,389.497000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,271.785000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,561.170000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,299.948000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,395.226000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,438.055000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,434.189000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,266.300000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,1236.251000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,286.216000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,518.444000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,240.853000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,376.931000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,254.553000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,470.341000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,238.856000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,344.969000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,350.524000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,485.738000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,394.883000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,355.715000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,245.676000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,509.047000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,241.467000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,419.360000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,248.345000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,517.984000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,286.853000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,3710.188000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,232.557000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,330.975000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,204.723000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,447.637000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,293.521000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,322.842000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,312.647000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,348.641000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,277.274000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,340.614000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,240.224000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,327.090000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,258.992000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,339.566000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,248.840000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,383.719000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,217.203000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,320.400000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,273.471000,0.000000
allreduce_H2H,12,11,4,131072,4194304,4194304,1536,424.546000,0.000000
allreduce_F2F,12,11,4,131072,4194304,4194304,1536,191.767000,0.000000
allreduce_H2H,12,11,4,131072,4194304,4194304,1536,363.931000,0.000000
allreduce_F2F,12,11,4,131072,4194304,4194304,1536,233.655000,0.000000
allreduce_H2H,12,11,4,131072,4194304,4194304,1536,367.540000,0.000000
allreduce_F2F,12,11,4,131072,4194304,4194304,1536,245.702000,0.000000
allreduce_H2H,12,11,4,131072,4194304,4194304,1536,424.414000,0.000000
allreduce_F2F,12,11,4,131072,4194304,4194304,1536,177.219000,0.000000
allreduce_H2H,12,11,4,131072,4194304,4194304,1536,382.723000,0.000000
allreduce_F2F,12,11,4,131072,4194304,4194304,1536,285.603000,0.000000
allreduce_H2H,12,11,4,131072,4194304,4194304,1536,434.855000,0.000000
allreduce_F2F,12,11,4,131072,4194304,4194304,1536,245.698000,0.000000
allreduce_H2H,12,11,4,131072,4194304,4194304,1536,369.530000,0.000000
allreduce_F2F,12,11,4,131072,4194304,4194304,1536,182.113000,0.000000
allreduce_H2H,12,11,4,131072,4194304,4194304,1536,361.598000,0.000000
allreduce_F2F,12,11,4,131072,4194304,4194304,1536,183.127000,0.000000
allreduce_H2H,12,11,4,131072,4194304,4194304,1536,441.753000,0.000000
allreduce_F2F,12,11,4,131072,4194304,4194304,1536,329.774000,0.000000
allreduce_H2H,12,11,4,131072,4194304,4194304,1536,353.725000,0.000000
allreduce_F2F,12,11,4,131072,4194304,4194304,1536,299.172000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,1146.612000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,302.155000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,505.391000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,300.429000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,455.490000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,351.442000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,410.589000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,374.865000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,403.950000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,301.637000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,408.133000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,325.714000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,401.112000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,297.924000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,442.639000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,265.524000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,444.236000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,287.263000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,464.411000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,286.085000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,1247.487000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,286.567000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,406.229000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,212.616000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,448.143000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,202.536000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,393.786000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,231.926000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,429.152000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,246.632000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,490.923000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,341.623000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,388.286000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,232.347000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,476.287000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,245.310000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,1019.454000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,338.601000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,480.338000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,324.522000,0.000000
allreduce_H2H,12,11,4,131072,4194304,4194304,1536,556.577000,0.000000
allreduce_F2F,12,11,4,131072,4194304,4194304,1536,232.133000,0.000000
allreduce_H2H,12,11,4,131072,4194304,4194304,1536,392.455000,0.000000
allreduce_F2F,12,11,4,131072,4194304,4194304,1536,315.890000,0.000000
allreduce_H2H,12,11,4,131072,4194304,4194304,1536,404.551000,0.000000
allreduce_F2F,12,11,4,131072,4194304,4194304,1536,323.809000,0.000000
allreduce_H2H,12,11,4,131072,4194304,4194304,1536,485.355000,0.000000
allreduce_F2F,12,11,4,131072,4194304,4194304,1536,342.320000,0.000000
allreduce_H2H,12,11,4,131072,4194304,4194304,1536,486.202000,0.000000
allreduce_F2F,12,11,4,131072,4194304,4194304,1536,323.483000,0.000000
allreduce_H2H,12,11,4,131072,4194304,4194304,1536,440.283000,0.000000
allreduce_F2F,12,11,4,131072,4194304,4194304,1536,320.401000,0.000000
allreduce_H2H,12,11,4,131072,4194304,4194304,1536,469.143000,0.000000
allreduce_F2F,12,11,4,131072,4194304,4194304,1536,262.749000,0.000000
allreduce_H2H,12,11,4,131072,4194304,4194304,1536,428.765000,0.000000
allreduce_F2F,12,11,4,131072,4194304,4194304,1536,328.193000,0.000000
allreduce_H2H,12,11,4,131072,4194304,4194304,1536,501.808000,0.000000
allreduce_F2F,12,11,4,131072,4194304,4194304,1536,253.729000,0.000000
allreduce_H2H,12,11,4,131072,4194304,4194304,1536,491.711000,0.000000
allreduce_F2F,12,11,4,131072,4194304,4194304,1536,248.120000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,3589.912000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,286.813000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,338.496000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,271.586000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,470.325000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,212.023000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,335.422000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,238.666000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,408.676000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,231.190000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,368.744000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,212.318000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,321.008000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,214.458000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,376.181000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,191.190000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,306.774000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,229.726000,0.000000
allreduce_H2H,13,11,4,131072,4194304,4194304,1536,407.358000,0.000000
allreduce_F2F,13,11,4,131072,4194304,4194304,1536,212.917000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,965.942000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,288.218000,0.000000
allreduce_H2H,14,11,4,131072,4194304,4194304,1536,511.190000,0.000000
allreduce_F2F,14,11,4,131072,4194304,4194304,1536,263.555000,0.000000
