cclo_nop,0.336,coyote_nop,5.391,xrt_nop,45.346
cclo_nop,0.336,coyote_nop,4.028,xrt_nop,41.048
cclo_nop,0.324,coyote_nop,3.888,xrt_nop,32.622
cclo_nop,0.324,coyote_nop,4.568,xrt_nop,30.237
cclo_nop,0.324,coyote_nop,4.289,xrt_nop,44.144
cclo_nop,0.324,coyote_nop,4.619,xrt_nop,44.154
cclo_nop,0.324,coyote_nop,3.867,xrt_nop,44.335
cclo_nop,0.324,coyote_nop,3.808,xrt_nop,44.625
cclo_nop,0.324,coyote_nop,3.817,xrt_nop,48.112
cclo_nop,0.324,coyote_nop,3.887,xrt_nop,42.461
cclo_nop,0.336,coyote_nop,5.139,xrt_nop,43.613
cclo_nop,0.336,coyote_nop,3.808,xrt_nop,43.964
cclo_nop,0.324,coyote_nop,3.798,xrt_nop,42.841
cclo_nop,0.324,coyote_nop,3.637,xrt_nop,42.451
cclo_nop,0.324,coyote_nop,3.697,xrt_nop,43.944
cclo_nop,0.324,coyote_nop,3.627,xrt_nop,43.553
cclo_nop,0.324,coyote_nop,3.677,xrt_nop,42.901
cclo_nop,0.324,coyote_nop,3.627,xrt_nop,33.935
cclo_nop,0.324,coyote_nop,3.738,xrt_nop,63.341
cclo_nop,0.324,coyote_nop,3.637,xrt_nop,45.607
cclo_nop,0.324,coyote_nop,3.717,xrt_nop,44.023
cclo_nop,0.324,coyote_nop,3.798,xrt_nop,44.434
cclo_nop,0.324,coyote_nop,3.667,xrt_nop,43.984
cclo_nop,0.324,coyote_nop,3.667,xrt_nop,44.114
cclo_nop,0.324,coyote_nop,3.857,xrt_nop,43.964
cclo_nop,0.324,coyote_nop,3.697,xrt_nop,54.453
cclo_nop,0.324,coyote_nop,3.727,xrt_nop,44.494
cclo_nop,0.324,coyote_nop,3.707,xrt_nop,53.703
cclo_nop,0.324,coyote_nop,3.707,xrt_nop,34.716
cclo_nop,0.324,coyote_nop,3.687,xrt_nop,46.689
cclo_nop,0.324,coyote_nop,3.747,xrt_nop,45.226
cclo_nop,0.324,coyote_nop,3.687,xrt_nop,45.236
cclo_nop,0.324,coyote_nop,3.707,xrt_nop,42.561
cclo_nop,0.324,coyote_nop,3.677,xrt_nop,44.474
cclo_nop,0.324,coyote_nop,3.827,xrt_nop,45.527
cclo_nop,0.324,coyote_nop,3.697,xrt_nop,42.541
cclo_nop,0.324,coyote_nop,3.727,xrt_nop,44.745
cclo_nop,0.324,coyote_nop,3.737,xrt_nop,42.771
cclo_nop,0.324,coyote_nop,3.626,xrt_nop,56.277
cclo_nop,0.324,coyote_nop,3.717,xrt_nop,43.192
cclo_nop,0.324,coyote_nop,3.677,xrt_nop,56.748
cclo_nop,0.324,coyote_nop,3.757,xrt_nop,45.145
cclo_nop,0.324,coyote_nop,3.667,xrt_nop,57.179
cclo_nop,0.324,coyote_nop,3.737,xrt_nop,45.928
cclo_nop,0.324,coyote_nop,3.737,xrt_nop,53.662
cclo_nop,0.324,coyote_nop,3.727,xrt_nop,45.276
cclo_nop,0.324,coyote_nop,3.758,xrt_nop,54.424
cclo_nop,0.324,coyote_nop,3.677,xrt_nop,42.762
cclo_nop,0.324,coyote_nop,3.707,xrt_nop,53.762
cclo_nop,0.324,coyote_nop,3.617,xrt_nop,45.637
cclo_nop,0.324,coyote_nop,3.748,xrt_nop,44.565
cclo_nop,0.324,coyote_nop,3.687,xrt_nop,45.006
cclo_nop,0.324,coyote_nop,3.727,xrt_nop,42.872
cclo_nop,0.324,coyote_nop,3.697,xrt_nop,44.354
cclo_nop,0.324,coyote_nop,3.817,xrt_nop,55.095
cclo_nop,0.324,coyote_nop,3.687,xrt_nop,46.469
