reduce,8,5,2,512,4194304,4194304,4096,4.744000,0.000000,host,rndzvs,rdma
reduce,8,5,2,512,4194304,4194304,4096,4.576000,0.000000,host,rndzvs,rdma
reduce,8,5,2,512,4194304,4194304,4096,3.564000,0.000000,host,rndzvs,rdma
reduce,8,5,2,512,4194304,4194304,4096,3.436000,0.000000,host,rndzvs,rdma
reduce,8,5,2,512,4194304,4194304,4096,3.412000,0.000000,host,rndzvs,rdma
reduce,8,5,2,512,4194304,4194304,4096,4.728000,0.000000,host,rndzvs,rdma
reduce,8,5,2,512,4194304,4194304,4096,4.424000,0.000000,host,rndzvs,rdma
reduce,8,5,2,512,4194304,4194304,4096,3.424000,0.000000,host,rndzvs,rdma
reduce,8,5,2,512,4194304,4194304,4096,3.412000,0.000000,host,rndzvs,rdma
reduce,8,5,2,512,4194304,4194304,4096,6.744000,0.000000,host,rndzvs,rdma
reduce,8,5,2,512,4194304,4194304,4096,16.168000,0.000000,host,eager,rdma
reduce,8,5,2,512,4194304,4194304,4096,17.128000,0.000000,host,eager,rdma
reduce,8,5,2,512,4194304,4194304,4096,21.476000,0.000000,host,eager,rdma
reduce,8,5,2,512,4194304,4194304,4096,21.096000,0.000000,host,eager,rdma
reduce,8,5,2,512,4194304,4194304,4096,19.580000,0.000000,host,eager,rdma
reduce,8,5,2,512,4194304,4194304,4096,16.856000,0.000000,host,eager,rdma
reduce,8,5,2,512,4194304,4194304,4096,18.524000,0.000000,host,eager,rdma
reduce,8,5,2,512,4194304,4194304,4096,20.212000,0.000000,host,eager,rdma
reduce,8,5,2,512,4194304,4194304,4096,20.272000,0.000000,host,eager,rdma
reduce,8,5,2,512,4194304,4194304,4096,18.548000,0.000000,host,eager,rdma
reduce,8,5,2,512,4194304,4194304,4096,2.808000,0.000000,device,rndzvs,rdma
reduce,8,5,2,512,4194304,4194304,4096,3.796000,0.000000,device,rndzvs,rdma
reduce,8,5,2,512,4194304,4194304,4096,7.604000,0.000000,device,rndzvs,rdma
reduce,8,5,2,512,4194304,4194304,4096,2.636000,0.000000,device,rndzvs,rdma
reduce,8,5,2,512,4194304,4194304,4096,2.624000,0.000000,device,rndzvs,rdma
reduce,8,5,2,512,4194304,4194304,4096,3.656000,0.000000,device,rndzvs,rdma
reduce,8,5,2,512,4194304,4194304,4096,6.672000,0.000000,device,rndzvs,rdma
reduce,8,5,2,512,4194304,4194304,4096,2.968000,0.000000,device,rndzvs,rdma
reduce,8,5,2,512,4194304,4194304,4096,4.092000,0.000000,device,rndzvs,rdma
reduce,8,5,2,512,4194304,4194304,4096,2.640000,0.000000,device,rndzvs,rdma
reduce,8,5,2,512,4194304,4194304,4096,16.732000,0.000000,device,eager,rdma
reduce,8,5,2,512,4194304,4194304,4096,16.492000,0.000000,device,eager,rdma
reduce,8,5,2,512,4194304,4194304,4096,16.596000,0.000000,device,eager,rdma
reduce,8,5,2,512,4194304,4194304,4096,16.668000,0.000000,device,eager,rdma
reduce,8,5,2,512,4194304,4194304,4096,17.036000,0.000000,device,eager,rdma
reduce,8,5,2,512,4194304,4194304,4096,15.696000,0.000000,device,eager,rdma
reduce,8,5,2,512,4194304,4194304,4096,17.984000,0.000000,device,eager,rdma
reduce,8,5,2,512,4194304,4194304,4096,16.004000,0.000000,device,eager,rdma
reduce,8,5,2,512,4194304,4194304,4096,15.408000,0.000000,device,eager,rdma
reduce,8,5,2,512,4194304,4194304,4096,18.880000,0.000000,device,eager,rdma
reduce,8,5,2,1024,4194304,4194304,4096,3.552000,0.000000,host,rndzvs,rdma
reduce,8,5,2,1024,4194304,4194304,4096,3.948000,0.000000,host,rndzvs,rdma
reduce,8,5,2,1024,4194304,4194304,4096,4.072000,0.000000,host,rndzvs,rdma
reduce,8,5,2,1024,4194304,4194304,4096,3.472000,0.000000,host,rndzvs,rdma
reduce,8,5,2,1024,4194304,4194304,4096,3.452000,0.000000,host,rndzvs,rdma
reduce,8,5,2,1024,4194304,4194304,4096,3.476000,0.000000,host,rndzvs,rdma
reduce,8,5,2,1024,4194304,4194304,4096,3.472000,0.000000,host,rndzvs,rdma
reduce,8,5,2,1024,4194304,4194304,4096,4.924000,0.000000,host,rndzvs,rdma
reduce,8,5,2,1024,4194304,4194304,4096,3.480000,0.000000,host,rndzvs,rdma
reduce,8,5,2,1024,4194304,4194304,4096,3.472000,0.000000,host,rndzvs,rdma
reduce,8,5,2,1024,4194304,4194304,4096,18.092000,0.000000,host,eager,rdma
reduce,8,5,2,1024,4194304,4194304,4096,16.332000,0.000000,host,eager,rdma
reduce,8,5,2,1024,4194304,4194304,4096,19.296000,0.000000,host,eager,rdma
reduce,8,5,2,1024,4194304,4194304,4096,18.936000,0.000000,host,eager,rdma
reduce,8,5,2,1024,4194304,4194304,4096,19.360000,0.000000,host,eager,rdma
reduce,8,5,2,1024,4194304,4194304,4096,15.540000,0.000000,host,eager,rdma
reduce,8,5,2,1024,4194304,4194304,4096,18.424000,0.000000,host,eager,rdma
reduce,8,5,2,1024,4194304,4194304,4096,18.644000,0.000000,host,eager,rdma
reduce,8,5,2,1024,4194304,4194304,4096,18.964000,0.000000,host,eager,rdma
reduce,8,5,2,1024,4194304,4194304,4096,19.920000,0.000000,host,eager,rdma
reduce,8,5,2,1024,4194304,4194304,4096,3.464000,0.000000,device,rndzvs,rdma
reduce,8,5,2,1024,4194304,4194304,4096,4.400000,0.000000,device,rndzvs,rdma
reduce,8,5,2,1024,4194304,4194304,4096,3.240000,0.000000,device,rndzvs,rdma
reduce,8,5,2,1024,4194304,4194304,4096,2.668000,0.000000,device,rndzvs,rdma
reduce,8,5,2,1024,4194304,4194304,4096,7.004000,0.000000,device,rndzvs,rdma
reduce,8,5,2,1024,4194304,4194304,4096,3.224000,0.000000,device,rndzvs,rdma
reduce,8,5,2,1024,4194304,4194304,4096,4.256000,0.000000,device,rndzvs,rdma
reduce,8,5,2,1024,4194304,4194304,4096,3.604000,0.000000,device,rndzvs,rdma
reduce,8,5,2,1024,4194304,4194304,4096,2.676000,0.000000,device,rndzvs,rdma
reduce,8,5,2,1024,4194304,4194304,4096,2.656000,0.000000,device,rndzvs,rdma
reduce,8,5,2,1024,4194304,4194304,4096,15.680000,0.000000,device,eager,rdma
reduce,8,5,2,1024,4194304,4194304,4096,20.920000,0.000000,device,eager,rdma
