benchmark;count;world_size;fpga_to_host;host_to_host;host_to_host_send;host_to_fpga
broadcast;128;7;-57852.3;57852.3;;3e-08
broadcast;128;7;-57852.3;57852.3;;2.6e-07
broadcast;128;7;-57852.3;57852.3;;2.51e-07
broadcast;128;7;-57852.3;57852.3;;2.41e-07
broadcast;128;7;-57852.3;57852.3;;2.5e-07
broadcast;128;7;-57852.3;57852.3;;2.51e-07
broadcast;128;7;-57852.3;57852.3;;2.51e-07
broadcast;128;7;-57852.3;57852.3;;2.6e-07
broadcast;128;7;-57852.3;57852.3;;3.8e-07
broadcast;128;7;-57852.3;57852.3;;2.5e-07
broadcast;128;7;-57852.3;57852.3;;2.61e-07
broadcast;128;7;-57852.3;57852.3;;2.6e-07
broadcast;128;7;-57852.3;57852.3;;2.6e-07
broadcast;128;7;-57852.3;57852.3;;2.51e-07
broadcast;128;7;-57852.3;57852.3;;2.6e-07
broadcast;128;7;-57852.3;57852.3;;2.51e-07
broadcast;128;7;-57852.3;57852.3;;2.5e-07
broadcast;128;7;-57852.3;57852.3;;2.41e-07
broadcast;128;7;-57852.3;57852.3;;2.6e-07
broadcast;128;7;-57852.3;57852.3;;2.51e-07
broadcast;128;7;-57852.3;57852.3;;2.5e-07
broadcast;128;7;-57852.3;57852.3;;2.51e-07
broadcast;128;7;-57852.3;57852.3;;2.5e-07
broadcast;128;7;-57852.3;57852.3;;2.5e-07
broadcast;128;7;-57852.3;57852.3;;2.51e-07
broadcast;128;7;-57852.3;57852.3;;2.5e-07
broadcast;128;7;-57852.3;57852.3;;2.61e-07
broadcast;128;7;-57852.3;57852.3;;2.5e-07
broadcast;128;7;-57852.3;57852.3;;2.5e-07
broadcast;128;7;-57852.3;57852.3;;2.61e-07
broadcast;128;7;-57852.3;57852.3;;2.61e-07
broadcast;128;7;-57852.3;57852.3;;2.5e-07
broadcast;128;7;-57852.3;57852.3;;2.6e-07
broadcast;128;7;-57852.3;57852.3;;2.61e-07
broadcast;128;7;-57852.3;57852.3;;2.5e-07
broadcast;128;7;-57852.3;57852.3;;2.61e-07
broadcast;128;7;-57852.3;57852.3;;2.6e-07
broadcast;128;7;-57852.3;57852.3;;2.61e-07
broadcast;128;7;-57852.3;57852.3;;2.5e-07
broadcast;128;7;-57852.3;57852.3;;2.51e-07
broadcast;128;7;-57852.3;57852.3;;2.51e-07
broadcast;128;7;-57852.3;57852.3;;2.6e-07
broadcast;128;7;-57852.3;57852.3;;2.61e-07
broadcast;128;7;-57852.3;57852.3;;3.41e-07
broadcast;128;7;-57852.3;57852.3;;2.5e-07
broadcast;128;7;-57852.3;57852.3;;2.61e-07
broadcast;128;7;-57852.3;57852.3;;2.61e-07
