benchmark;count;world_size;fpga_to_host;host_to_host;host_to_host_send;host_to_fpga
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3.1e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;3.1e-08
broadcast;128;7;-6436.26;6436.26;;3.1e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3.1e-08
broadcast;128;7;-6436.26;6436.26;;2.1e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;4e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;3.1e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3.1e-08
broadcast;128;7;-6436.26;6436.26;;3.1e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;3.1e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;3.1e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;2e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
broadcast;128;7;-6436.26;6436.26;;3e-08
