benchmark;count;world_size;fpga_to_host;host_to_host;host_to_host_send;host_to_fpga
broadcast;128;8;-6249.62;6249.62;;3e-08
broadcast;128;8;-6249.62;6249.62;;3.1e-08
broadcast;128;8;-6249.62;6249.62;;3e-08
broadcast;128;8;-6249.62;6249.62;;2e-08
broadcast;128;8;-6249.62;6249.62;;3e-08
broadcast;128;8;-6249.62;6249.62;;3e-08
broadcast;128;8;-6249.62;6249.62;;3e-08
broadcast;128;8;-6249.62;6249.62;;3e-08
broadcast;128;8;-6249.62;6249.62;;2e-08
broadcast;128;8;-6249.62;6249.62;;3e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;2e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;2e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;2e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;2e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;2e-08
broadcast;128;8;-6249.63;6249.63;;2e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3.1e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;2e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;2e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;2e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3.1e-08
broadcast;128;8;-6249.63;6249.63;;3.1e-08
broadcast;128;8;-6249.63;6249.63;;2e-08
broadcast;128;8;-6249.63;6249.63;;2e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;2e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3.1e-08
broadcast;128;8;-6249.63;6249.63;;2e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
broadcast;128;8;-6249.63;6249.63;;3e-08
