benchmark;count;world_size;fpga_to_host;host_to_host;host_to_host_send;host_to_fpga
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;2e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;3.1e-08
broadcast;128;7;-5699.17;5699.17;;2e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;2e-08
broadcast;128;7;-5699.17;5699.17;;3.1e-08
broadcast;128;7;-5699.17;5699.17;;2e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;2e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;2e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;2e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;3.1e-08
broadcast;128;7;-5699.17;5699.17;;2e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;2e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;2e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;2e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;3.1e-08
broadcast;128;7;-5699.17;5699.17;;2e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;2e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;2e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;2e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;2e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
broadcast;128;7;-5699.17;5699.17;;2e-08
broadcast;128;7;-5699.17;5699.17;;3e-08
