benchmark;count;world_size;fpga_to_host;host_to_host;host_to_host_send;host_to_fpga
broadcast;128;7;3e-08;6.231e-06;1.062e-06;3e-08
broadcast;128;7;3e-08;6.713e-06;1.052e-06;2.6e-07
broadcast;128;7;3e-08;7.203e-06;1.022e-06;2.6e-07
broadcast;128;7;3e-08;8.145e-06;1.022e-06;3.01e-07
broadcast;128;7;3e-08;6.342e-06;1.022e-06;2.61e-07
broadcast;128;7;2e-08;6.201e-06;1.032e-06;2.61e-07
broadcast;128;7;3e-08;6.232e-06;1.022e-06;2.6e-07
broadcast;128;7;3e-08;6.182e-06;1.022e-06;2.61e-07
broadcast;128;7;3e-08;6.533e-06;1.022e-06;3.8e-07
broadcast;128;7;3.1e-08;6.191e-06;1.021e-06;2.6e-07
broadcast;128;7;3e-08;6.091e-06;1.022e-06;2.61e-07
broadcast;128;7;3e-08;6.032e-06;1.022e-06;3.01e-07
broadcast;128;7;2e-08;6.182e-06;1.032e-06;2.61e-07
broadcast;128;7;3e-08;5.961e-06;1.032e-06;2.6e-07
broadcast;128;7;3e-08;6.062e-06;1.032e-06;2.61e-07
broadcast;128;7;2e-08;6.062e-06;1.032e-06;3e-07
broadcast;128;7;3e-08;6.482e-06;1.032e-06;2.61e-07
broadcast;128;7;3e-08;5.992e-06;1.022e-06;2.6e-07
broadcast;128;7;2e-08;6.061e-06;1.032e-06;2.6e-07
broadcast;128;7;2e-08;6.031e-06;1.032e-06;2.61e-07
broadcast;128;7;2e-08;6.062e-06;1.032e-06;2.6e-07
broadcast;128;7;2e-08;6.101e-06;1.032e-06;2.61e-07
broadcast;128;7;3e-08;5.951e-06;1.022e-06;2.71e-07
broadcast;128;7;2e-08;6.061e-06;1.032e-06;2.6e-07
broadcast;128;7;3e-08;5.952e-06;1.032e-06;2.51e-07
broadcast;128;7;3e-08;5.992e-06;1.022e-06;2.71e-07
broadcast;128;7;3e-08;6.081e-06;1.022e-06;2.61e-07
broadcast;128;7;3e-08;6.242e-06;1.022e-06;3.41e-07
broadcast;128;7;3e-08;6.092e-06;1.022e-06;2.6e-07
broadcast;128;7;2e-08;5.961e-06;1.032e-06;2.61e-07
broadcast;128;7;3e-08;5.971e-06;1.022e-06;2.61e-07
broadcast;128;7;3e-08;6.031e-06;1.022e-06;2.61e-07
broadcast;128;7;3e-08;6.031e-06;1.022e-06;2.7e-07
broadcast;128;7;3e-08;6.012e-06;1.022e-06;2.61e-07
broadcast;128;7;3e-08;6.121e-06;1.022e-06;3.01e-07
broadcast;128;7;3e-08;6.362e-06;1.022e-06;2.61e-07
broadcast;128;7;3e-08;6.142e-06;1.022e-06;2.6e-07
broadcast;128;7;3e-08;6.342e-06;1.022e-06;2.61e-07
broadcast;128;7;3e-08;6.061e-06;1.022e-06;2.7e-07
broadcast;128;7;3e-08;6.132e-06;1.042e-06;3.01e-07
broadcast;128;7;2e-08;5.961e-06;1.032e-06;2.6e-07
broadcast;128;7;3e-08;6.242e-06;1.022e-06;2.6e-07
broadcast;128;7;3e-08;6.001e-06;1.022e-06;2.61e-07
broadcast;128;7;3e-08;6.232e-06;1.022e-06;3.41e-07
broadcast;128;7;3e-08;6.072e-06;1.022e-06;2.6e-07
broadcast;128;7;2e-08;6.232e-06;1.032e-06;2.61e-07
broadcast;128;7;3e-08;6.022e-06;1.022e-06;2.61e-07
broadcast;128;7;3e-08;6.191e-06;1.022e-06;2.6e-07
broadcast;128;7;3e-08;6.091e-06;1.022e-06;3.01e-07
broadcast;128;7;3.1e-08;6.211e-06;1.021e-06;2.6e-07
broadcast;128;7;2e-08;6.101e-06;1.032e-06;2.61e-07
broadcast;128;7;3e-08;6.091e-06;1.022e-06;2.61e-07
broadcast;128;7;4e-08;6.152e-06;1.022e-06;2.6e-07
broadcast;128;7;3e-08;6.092e-06;1.022e-06;2.61e-07
broadcast;128;7;3e-08;6.252e-06;1.042e-06;3e-07
broadcast;128;7;3e-08;6.122e-06;1.022e-06;2.71e-07
broadcast;128;7;3e-08;6.132e-06;1.032e-06;2.6e-07
broadcast;128;7;3e-08;6.262e-06;1.032e-06;3.41e-07
broadcast;128;7;2e-08;6.092e-06;1.032e-06;2.6e-07
broadcast;128;7;2e-08;6.132e-06;1.032e-06;2.61e-07
broadcast;128;7;3e-08;6.021e-06;1.002e-06;2.5e-07
broadcast;128;7;2e-08;6.052e-06;1.032e-06;2.61e-07
broadcast;128;7;3e-08;6.623e-06;1.022e-06;2.61e-07
broadcast;128;7;2e-08;5.971e-06;1.032e-06;2.51e-07
broadcast;128;7;2e-08;5.991e-06;1.022e-06;2.6e-07
broadcast;128;7;3e-08;5.921e-06;1.022e-06;2.61e-07
broadcast;128;7;3e-08;6.011e-06;1.022e-06;2.51e-07
broadcast;128;7;3.1e-08;6.02e-06;1.022e-06;3e-07
broadcast;128;7;2e-08;6.012e-06;1.032e-06;2.61e-07
broadcast;128;7;3e-08;6.042e-06;1.022e-06;2.7e-07
broadcast;128;7;2e-08;5.962e-06;1.032e-06;2.61e-07
broadcast;128;7;2e-08;6.453e-06;1.032e-06;2.61e-07
broadcast;128;7;3e-08;6.032e-06;1.032e-06;3e-07
broadcast;128;7;3e-08;6.101e-06;1.022e-06;2.61e-07
broadcast;128;7;3e-08;6.031e-06;1.022e-06;2.51e-07
broadcast;128;7;2e-08;6.011e-06;1.032e-06;2.6e-07
broadcast;128;7;3e-08;6.031e-06;1.022e-06;2.71e-07
