benchmark;count;world_size;fpga_to_host;host_to_host;host_to_host_send;host_to_fpga
broadcast;128;6;3e-08;6.473e-06;1.192e-06;9e-08
broadcast;128;6;3e-08;7.204e-06;1.012e-06;2.5e-07
broadcast;128;6;3e-08;6.232e-06;1.022e-06;3e-08
broadcast;128;6;3e-08;5.701e-06;1.002e-06;2.61e-07
broadcast;128;6;3e-08;6.052e-06;1.012e-06;3e-08
broadcast;128;6;3e-08;5.581e-06;1.012e-06;3.1e-07
broadcast;128;6;2e-08;6.262e-06;1.012e-06;4e-08
broadcast;128;6;3e-08;5.541e-06;1.012e-06;3.01e-07
broadcast;128;6;2e-08;5.601e-06;1.012e-06;3e-08
broadcast;128;6;3e-08;5.6e-06;1.012e-06;2.51e-07
broadcast;128;6;3e-08;5.711e-06;1.002e-06;3.1e-08
broadcast;128;6;3e-08;5.671e-06;1.012e-06;3.11e-07
broadcast;128;6;2e-08;5.661e-06;1.012e-06;3e-08
broadcast;128;6;3.1e-08;5.529e-06;1.011e-06;2.6e-07
broadcast;128;6;2e-08;5.66e-06;1.022e-06;3e-08
broadcast;128;6;3e-08;5.54e-06;1.012e-06;2.6e-07
broadcast;128;6;3e-08;5.58e-06;1.012e-06;3e-08
broadcast;128;6;3e-08;5.661e-06;1.012e-06;2.7e-07
broadcast;128;6;2e-08;5.641e-06;1.022e-06;2.31e-07
broadcast;128;6;3e-08;5.491e-06;1.012e-06;2.61e-07
broadcast;128;6;2e-08;5.7e-06;1.022e-06;3.1e-08
broadcast;128;6;3e-08;5.56e-06;1.002e-06;2.3e-07
broadcast;128;6;3e-08;6.032e-06;1.012e-06;3e-08
broadcast;128;6;3e-08;5.521e-06;1.002e-06;2.61e-07
broadcast;128;6;3e-08;5.52e-06;1.002e-06;2.61e-07
broadcast;128;6;3e-08;5.56e-06;1.022e-06;2.6e-07
broadcast;128;6;3e-08;5.691e-06;1.022e-06;3.1e-08
broadcast;128;6;4e-08;5.731e-06;1.022e-06;2.61e-07
broadcast;128;6;3e-08;5.62e-06;1.002e-06;3e-08
broadcast;128;6;2e-08;5.791e-06;1.183e-06;2.61e-07
broadcast;128;6;2e-08;5.56e-06;1.022e-06;2.61e-07
broadcast;128;6;2e-08;5.681e-06;1.022e-06;2.61e-07
broadcast;128;6;3e-08;5.831e-06;1.012e-06;3e-08
broadcast;128;6;3e-08;5.711e-06;1.022e-06;2.6e-07
broadcast;128;6;3e-08;5.631e-06;1.012e-06;3e-08
broadcast;128;6;3e-08;5.611e-06;1.042e-06;3.01e-07
broadcast;128;6;3e-08;5.671e-06;1.012e-06;2.51e-07
broadcast;128;6;3.1e-08;5.65e-06;1.011e-06;2.6e-07
broadcast;128;6;3e-08;5.701e-06;1.012e-06;3.1e-08
broadcast;128;6;3e-08;5.63e-06;1.062e-06;2.61e-07
broadcast;128;6;2e-08;5.961e-06;1.012e-06;3e-08
broadcast;128;6;3e-08;5.56e-06;1.012e-06;2.7e-07
broadcast;128;6;3e-08;5.54e-06;1.012e-06;3e-08
broadcast;128;6;2e-08;5.65e-06;1.062e-06;2.7e-07
broadcast;128;6;2e-08;5.61e-06;1.012e-06;4e-08
broadcast;128;6;3e-08;5.691e-06;1.012e-06;2.61e-07
broadcast;128;6;2e-08;5.831e-06;1.012e-06;3e-08
broadcast;128;6;3e-08;5.991e-06;1.012e-06;2.6e-07
broadcast;128;6;3.1e-08;5.82e-06;1.011e-06;3e-08
broadcast;128;6;3e-08;5.801e-06;1.012e-06;3.01e-07
broadcast;128;6;3e-08;5.631e-06;1.002e-06;3e-08
broadcast;128;6;3e-08;5.611e-06;1.011e-06;2.6e-07
broadcast;128;6;3e-08;5.7e-06;1.012e-06;3.1e-08
broadcast;128;6;3e-08;5.621e-06;1.012e-06;3e-07
broadcast;128;6;3e-08;5.561e-06;1.012e-06;3e-08
broadcast;128;6;2e-08;5.761e-06;1.011e-06;2.5e-07
broadcast;128;6;3e-08;5.661e-06;1.012e-06;3e-08
broadcast;128;6;3.1e-08;5.599e-06;1.011e-06;2.7e-07
broadcast;128;6;3e-08;5.681e-06;1.011e-06;3e-08
broadcast;128;6;3e-08;5.801e-06;1.012e-06;2.61e-07
broadcast;128;6;3e-08;5.701e-06;1.042e-06;3e-08
broadcast;128;6;2e-08;5.711e-06;1.163e-06;2.6e-07
broadcast;128;6;3e-08;5.661e-06;1.012e-06;3e-08
broadcast;128;6;3e-08;5.7e-06;1.022e-06;2.61e-07
broadcast;128;6;3e-08;5.651e-06;1.022e-06;3.1e-08
broadcast;128;6;3e-08;5.64e-06;1.012e-06;2.6e-07
broadcast;128;6;3e-08;5.961e-06;1.022e-06;3e-08
broadcast;128;6;3e-08;5.671e-06;1.012e-06;2.61e-07
broadcast;128;6;3e-08;5.751e-06;1.012e-06;3e-08
broadcast;128;6;3e-08;5.64e-06;1.012e-06;2.61e-07
broadcast;128;6;3e-08;5.731e-06;1.012e-06;3e-08
broadcast;128;6;2e-08;5.631e-06;1.022e-06;2.61e-07
broadcast;128;6;3e-08;5.531e-06;1.012e-06;3e-08
broadcast;128;6;3e-08;5.63e-06;1.012e-06;2.6e-07
broadcast;128;6;3e-08;5.852e-06;9.62e-07;3e-08
broadcast;128;6;3.1e-08;5.599e-06;1.011e-06;2.6e-07
broadcast;128;6;3e-08;5.661e-06;9.92e-07;3e-08
broadcast;128;6;2e-08;5.481e-06;1.012e-06;2.6e-07
broadcast;128;6;3e-08;5.671e-06;1.012e-06;3e-08
broadcast;128;6;3e-08;5.921e-06;1.012e-06;2.61e-07
broadcast;128;6;3e-08;5.641e-06;1.012e-06;3e-08
broadcast;128;6;2e-08;5.69e-06;1.022e-06;2.61e-07
broadcast;128;6;2e-08;5.591e-06;1.022e-06;3e-08
broadcast;128;6;3e-08;5.571e-06;1.072e-06;2.6e-07
broadcast;128;6;3.1e-08;5.65e-06;1.021e-06;3e-08
broadcast;128;6;3e-08;5.691e-06;1.012e-06;2.6e-07
broadcast;128;6;3e-08;5.931e-06;1.012e-06;3.1e-08
broadcast;128;6;3e-08;5.571e-06;1.002e-06;2.61e-07
broadcast;128;6;3e-08;5.691e-06;1.002e-06;3e-08
broadcast;128;6;3e-08;5.701e-06;1.012e-06;2.61e-07
broadcast;128;6;3e-08;5.641e-06;1.012e-06;3e-08
broadcast;128;6;3.1e-08;5.77e-06;1.011e-06;2.6e-07
broadcast;128;6;3e-08;5.681e-06;1.012e-06;3e-08
broadcast;128;6;3e-08;5.591e-06;1.022e-06;2.8e-07
broadcast;128;6;3e-08;5.651e-06;1.012e-06;3e-07
broadcast;128;6;3e-08;5.651e-06;1.062e-06;3.11e-07
broadcast;128;6;3e-08;5.62e-06;1.012e-06;4.1e-08
broadcast;128;6;3e-08;5.651e-06;1.022e-06;2.61e-07
broadcast;128;6;3e-08;5.621e-06;1.012e-06;2.7e-07
broadcast;128;6;2e-08;5.611e-06;1.022e-06;2.6e-07
broadcast;128;6;3e-08;5.631e-06;1.012e-06;2.6e-07
broadcast;128;6;3e-08;5.64e-06;1.012e-06;2.7e-07
broadcast;128;6;3e-08;5.631e-06;1.012e-06;3e-08
broadcast;128;6;3e-08;5.65e-06;1.012e-06;2.7e-07
broadcast;128;6;2e-08;5.721e-06;1.022e-06;3e-08
broadcast;128;6;3e-08;5.58e-06;1.012e-06;2.61e-07
broadcast;128;6;3e-08;5.821e-06;1.012e-06;3.1e-08
broadcast;128;6;2e-08;5.65e-06;1.022e-06;2.61e-07
broadcast;128;6;3e-08;5.731e-06;1.012e-06;3e-08
broadcast;128;6;3e-08;5.52e-06;1.012e-06;2.6e-07
broadcast;128;6;3e-08;5.521e-06;1.012e-06;3.1e-08
broadcast;128;6;3e-08;5.561e-06;1.012e-06;2.61e-07
broadcast;128;6;2e-08;5.641e-06;1.012e-06;3e-08
broadcast;128;6;3e-08;5.611e-06;1.022e-06;3.11e-07
broadcast;128;6;3e-08;5.611e-06;1.012e-06;3e-08
broadcast;128;6;3e-08;5.671e-06;1.012e-06;2.6e-07
broadcast;128;6;3e-08;5.621e-06;1.012e-06;3e-08
broadcast;128;6;2e-08;5.651e-06;1.022e-06;2.61e-07
broadcast;128;6;3e-08;5.641e-06;1.012e-06;3e-08
broadcast;128;6;2e-08;5.571e-06;1.012e-06;2.6e-07
broadcast;128;6;2e-08;5.581e-06;1.012e-06;3e-08
broadcast;128;6;3e-08;5.661e-06;1.012e-06;2.6e-07
broadcast;128;6;3e-08;7.845e-06;1.012e-06;3.1e-08
broadcast;128;6;2.1e-08;5.8e-06;1.021e-06;2.71e-07
broadcast;128;6;3e-08;5.641e-06;1.022e-06;2.51e-07
broadcast;128;6;2e-08;6.071e-06;1.182e-06;2.61e-07
broadcast;128;6;3e-08;5.691e-06;1.012e-06;3e-08
broadcast;128;6;3e-08;5.671e-06;1.022e-06;2.61e-07
broadcast;128;6;3e-08;5.57e-06;1.012e-06;3e-08
broadcast;128;6;2.1e-08;5.68e-06;1.001e-06;2.6e-07
broadcast;128;6;3e-08;5.651e-06;1.012e-06;3e-08
broadcast;128;6;2e-08;5.62e-06;1.022e-06;2.6e-07
broadcast;128;6;3e-08;5.681e-06;1.002e-06;3e-08
broadcast;128;6;3e-08;5.771e-06;1.012e-06;2.61e-07
broadcast;128;6;3e-08;5.711e-06;1.012e-06;3e-08
broadcast;128;6;3e-08;5.511e-06;1.012e-06;2.7e-07
broadcast;128;6;3e-08;5.541e-06;1.002e-06;3.1e-08
broadcast;128;6;3e-08;5.651e-06;1.002e-06;2.6e-07
broadcast;128;6;3e-08;5.53e-06;1.012e-06;3e-08
broadcast;128;6;3e-08;5.55e-06;1.002e-06;3e-07
broadcast;128;6;2e-08;5.701e-06;1.102e-06;2.6e-07
broadcast;128;6;3e-08;5.561e-06;1.012e-06;2.6e-07
broadcast;128;6;2.1e-08;5.63e-06;1.021e-06;3e-08
broadcast;128;6;3e-08;5.58e-06;1.012e-06;2.71e-07
broadcast;128;6;2e-08;5.63e-06;1.062e-06;3e-08
broadcast;128;6;3e-08;5.67e-06;1.012e-06;2.61e-07
broadcast;128;6;2e-08;5.972e-06;1.022e-06;3.1e-08
broadcast;128;6;3e-08;5.58e-06;1.012e-06;2.7e-07
broadcast;128;6;2e-08;5.67e-06;1.022e-06;2.6e-07
broadcast;128;6;3e-08;5.611e-06;1.012e-06;3e-07
broadcast;128;6;3e-08;5.631e-06;1.002e-06;3.5e-07
broadcast;128;6;3e-08;5.591e-06;1.012e-06;2.6e-07
broadcast;128;6;3e-08;5.56e-06;1.012e-06;3.1e-08
broadcast;128;6;2e-08;5.63e-06;1.022e-06;2.61e-07
broadcast;128;6;3e-08;5.701e-06;1.012e-06;3e-08
broadcast;128;6;3e-08;5.971e-06;1.012e-06;2.6e-07
broadcast;128;6;3e-08;5.651e-06;1.012e-06;3e-08
