benchmark;count;world_size;fpga_to_host;host_to_host;host_to_host_send;host_to_fpga
broadcast;128;5;3e-08;4.609e-06;1.062e-06;9e-08
broadcast;128;5;3e-08;5.05e-06;7.61e-07;2.81e-07
broadcast;128;5;3e-08;5.06e-06;7.52e-07;2.8e-07
broadcast;128;5;3e-08;4.92e-06;7.62e-07;3.01e-07
broadcast;128;5;3e-08;5.861e-06;1.032e-06;2.91e-07
broadcast;128;5;3.1e-08;5.569e-06;1.052e-06;2.91e-07
broadcast;128;5;3e-08;5.32e-06;1.042e-06;3.01e-07
broadcast;128;5;3e-08;5.27e-06;1.002e-06;3.01e-07
broadcast;128;5;3.1e-08;5.239e-06;1.021e-06;3.11e-07
broadcast;128;5;3e-08;5.25e-06;7.41e-07;3.11e-07
broadcast;128;5;3e-08;5.27e-06;1.022e-06;3.1e-07
broadcast;128;5;3e-08;5.39e-06;1.042e-06;3e-07
broadcast;128;5;3e-08;5.31e-06;1.042e-06;3e-07
broadcast;128;5;2e-08;5.24e-06;1.042e-06;3.1e-07
broadcast;128;5;2.1e-08;5.209e-06;1.042e-06;3.11e-07
broadcast;128;5;2e-08;5.28e-06;1.083e-06;3.01e-07
broadcast;128;5;3e-08;5.38e-06;1.042e-06;3.11e-07
broadcast;128;5;3e-08;5.801e-06;7.52e-07;3e-07
broadcast;128;5;3e-08;5.25e-06;7.52e-07;3.11e-07
broadcast;128;5;3e-08;5.32e-06;7.91e-07;2.9e-07
broadcast;128;5;3e-08;5.591e-06;7.61e-07;3e-07
broadcast;128;5;3e-08;5.31e-06;7.51e-07;3.11e-07
broadcast;128;5;3e-08;5.17e-06;1.042e-06;3.01e-07
broadcast;128;5;3e-08;5.21e-06;7.52e-07;3.11e-07
broadcast;128;5;3e-08;5.23e-06;1.042e-06;3e-07
broadcast;128;5;2e-08;5.219e-06;1.032e-06;3e-07
broadcast;128;5;3e-08;5.39e-06;7.81e-07;3.11e-07
broadcast;128;5;3e-08;5.51e-06;1.042e-06;3.11e-07
broadcast;128;5;2e-08;5.4e-06;7.52e-07;2.9e-07
broadcast;128;5;3e-08;5.17e-06;1.042e-06;3e-07
broadcast;128;5;3e-08;5.351e-06;7.41e-07;3.01e-07
broadcast;128;5;3e-08;5.301e-06;1.022e-06;3.01e-07
broadcast;128;5;2e-08;5.209e-06;1.042e-06;3.01e-07
broadcast;128;5;3e-08;5.27e-06;7.52e-07;3.01e-07
broadcast;128;5;2e-08;5.2e-06;1.052e-06;3.01e-07
broadcast;128;5;3e-08;5.23e-06;1.042e-06;3.11e-07
broadcast;128;5;2e-08;5.22e-06;1.042e-06;3.11e-07
broadcast;128;5;3e-08;5.631e-06;1.042e-06;3.01e-07
broadcast;128;5;3e-08;5.42e-06;1.052e-06;3e-07
broadcast;128;5;2e-08;5.29e-06;1.052e-06;3e-07
broadcast;128;5;3e-08;5.27e-06;1.042e-06;3.11e-07
broadcast;128;5;3e-08;5.4e-06;1.082e-06;3.01e-07
broadcast;128;5;3e-08;5.591e-06;1.022e-06;3.01e-07
broadcast;128;5;2e-08;5.32e-06;1.042e-06;3.11e-07
broadcast;128;5;3e-08;5.34e-06;1.042e-06;3e-07
broadcast;128;5;3e-08;5.581e-06;1.022e-06;3.01e-07
broadcast;128;5;3e-08;5.33e-06;1.032e-06;3.11e-07
broadcast;128;5;3e-08;5.38e-06;1.082e-06;3.11e-07
broadcast;128;5;3e-08;5.49e-06;1.032e-06;3.01e-07
broadcast;128;5;3e-08;5.561e-06;1.042e-06;3.11e-07
broadcast;128;5;3e-08;5.56e-06;1.032e-06;3.01e-07
broadcast;128;5;2e-08;5.421e-06;1.042e-06;3.1e-07
broadcast;128;5;2e-08;5.49e-06;1.032e-06;3.01e-07
broadcast;128;5;2e-08;5.521e-06;1.042e-06;3.1e-07
broadcast;128;5;3e-08;5.741e-06;1.042e-06;3.1e-07
broadcast;128;5;2e-08;5.64e-06;1.052e-06;3.11e-07
broadcast;128;5;3e-08;5.31e-06;1.022e-06;3.11e-07
broadcast;128;5;3e-08;5.27e-06;1.042e-06;3.11e-07
broadcast;128;5;3e-08;5.68e-06;7.31e-07;3.1e-07
broadcast;128;5;3e-08;5.571e-06;1.042e-06;3.01e-07
broadcast;128;5;3e-08;5.43e-06;7.51e-07;3.1e-07
broadcast;128;5;3e-08;5.341e-06;7.62e-07;3.01e-07
broadcast;128;5;3e-08;5.53e-06;7.51e-07;3.01e-07
broadcast;128;5;3e-08;5.26e-06;1.032e-06;3.11e-07
broadcast;128;5;3e-08;5.391e-06;1.042e-06;3.11e-07
broadcast;128;5;3e-08;5.28e-06;7.51e-07;3.01e-07
broadcast;128;5;3e-08;5.27e-06;1.042e-06;3.11e-07
broadcast;128;5;3e-08;5.21e-06;1.032e-06;3.1e-07
broadcast;128;5;3e-08;5.36e-06;1.022e-06;3.1e-07
broadcast;128;5;2e-08;5.391e-06;1.012e-06;3.01e-07
broadcast;128;5;3e-08;5.34e-06;1.042e-06;3.01e-07
broadcast;128;5;3e-08;5.26e-06;1.042e-06;3.1e-07
broadcast;128;5;3e-08;5.26e-06;1.032e-06;3.1e-07
broadcast;128;5;3e-08;5.24e-06;1.042e-06;3e-07
broadcast;128;5;3e-08;5.51e-06;1.042e-06;3.01e-07
broadcast;128;5;3e-08;5.3e-06;1.032e-06;3.1e-07
broadcast;128;5;3e-08;5.491e-06;7.61e-07;3.01e-07
broadcast;128;5;2e-08;5.13e-06;1.052e-06;3.01e-07
broadcast;128;5;3e-08;5.15e-06;1.042e-06;3.11e-07
broadcast;128;5;2e-08;5.24e-06;1.032e-06;3.01e-07
broadcast;128;5;3e-08;5.34e-06;1.042e-06;3.11e-07
broadcast;128;5;3e-08;5.26e-06;7.41e-07;3e-07
broadcast;128;5;3e-08;5.48e-06;1.052e-06;3.11e-07
broadcast;128;5;3e-08;5.22e-06;1.022e-06;3.11e-07
broadcast;128;5;3e-08;5.34e-06;7.41e-07;3.11e-07
broadcast;128;5;3e-08;5.751e-06;7.41e-07;3.1e-07
broadcast;128;5;3e-08;5.33e-06;1.032e-06;3.1e-07
broadcast;128;5;2e-08;5.25e-06;1.052e-06;3.01e-07
broadcast;128;5;3e-08;5.28e-06;1.042e-06;3.11e-07
broadcast;128;5;3e-08;5.2e-06;1.022e-06;3.11e-07
broadcast;128;5;3e-08;5.42e-06;8.01e-07;3.11e-07
broadcast;128;5;3e-08;5.531e-06;1.022e-06;3.01e-07
broadcast;128;5;2e-08;5.38e-06;7.92e-07;3.11e-07
broadcast;128;5;2e-08;5.571e-06;7.42e-07;3e-07
broadcast;128;5;3e-08;5.43e-06;7.52e-07;3e-07
broadcast;128;5;3e-08;5.32e-06;1.092e-06;3.11e-07
broadcast;128;5;3e-08;5.33e-06;1.032e-06;3.11e-07
broadcast;128;5;2e-08;5.351e-06;1.032e-06;3.01e-07
broadcast;128;5;2e-08;5.37e-06;1.052e-06;3.1e-07
broadcast;128;5;3e-08;5.37e-06;1.032e-06;3.11e-07
broadcast;128;5;3e-08;5.481e-06;1.042e-06;3.1e-07
broadcast;128;5;2e-08;5.511e-06;1.052e-06;3.01e-07
broadcast;128;5;3e-08;5.45e-06;1.042e-06;3.01e-07
broadcast;128;5;3e-08;5.21e-06;1.042e-06;3.01e-07
broadcast;128;5;3.1e-08;5.219e-06;1.021e-06;3.1e-07
broadcast;128;5;2e-08;5.29e-06;1.032e-06;3.1e-07
broadcast;128;5;2e-08;5.25e-06;1.042e-06;3.01e-07
broadcast;128;5;3e-08;5.28e-06;1.092e-06;3.01e-07
broadcast;128;5;3e-08;5.38e-06;1.042e-06;3.11e-07
broadcast;128;5;2e-08;5.24e-06;1.052e-06;3e-07
broadcast;128;5;3e-08;5.421e-06;1.022e-06;3.01e-07
broadcast;128;5;3e-08;5.26e-06;1.042e-06;3.01e-07
